order_1based,external_file_order_key,official_source_file,modality,zero_run_type,start_index_inclusive,end_index_exclusive,length_native_steps,run_ratio_of_500,relative_start,relative_end,sample_zero_row_ratio,frozen_P_values,frozen_O_values,zero_context_3_positions_diagnostic_only,certified_missingness
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,95,96,1,0.002,0.19,0.192,0.756,2,2,1,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,98,100,2,0.004,0.196,0.2,0.756,2,2,2,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,103,106,3,0.006,0.206,0.212,0.756,2,2,3,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,108,110,2,0.004,0.216,0.22,0.756,2,2,2,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,115,116,1,0.002,0.23,0.232,0.756,2,2,1,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,119,120,1,0.002,0.238,0.24,0.756,2,2,1,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,121,122,1,0.002,0.242,0.244,0.756,2,2,1,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,124,125,1,0.002,0.248,0.25,0.756,2,2,1,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,128,129,1,0.002,0.256,0.258,0.756,2,2,1,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,130,131,1,0.002,0.26,0.262,0.756,2,2,1,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,132,133,1,0.002,0.264,0.266,0.756,2,2,1,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,135,136,1,0.002,0.27,0.272,0.756,2,2,1,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,137,138,1,0.002,0.274,0.276,0.756,2,2,1,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,144,146,2,0.004,0.288,0.292,0.756,2,2,2,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,152,155,3,0.006,0.304,0.31,0.756,2,2,3,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,160,161,1,0.002,0.32,0.322,0.756,2,2,1,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,162,163,1,0.002,0.324,0.326,0.756,2,2,1,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,165,166,1,0.002,0.33,0.332,0.756,2,2,1,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,interior_zero_candidate,169,171,2,0.004,0.338,0.342,0.756,2,2,2,False
28,附件3_未对齐版本_28,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,audio,suffix_zero_ambiguous,175,500,325,0.65,0.35,1.0,0.756,2,2,0,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,2,3,1,0.002,0.004,0.006,0.884,2,2,1,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,6,7,1,0.002,0.012,0.014,0.884,2,2,1,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,12,13,1,0.002,0.024,0.026,0.884,2,2,1,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,14,15,1,0.002,0.028,0.03,0.884,2,2,1,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,16,17,1,0.002,0.032,0.034,0.884,2,2,1,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,21,22,1,0.002,0.042,0.044,0.884,2,2,1,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,32,34,2,0.004,0.064,0.068,0.884,2,2,2,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,36,37,1,0.002,0.072,0.074,0.884,2,2,1,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,38,39,1,0.002,0.076,0.078,0.884,2,2,1,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,42,44,2,0.004,0.084,0.088,0.884,2,2,2,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,45,46,1,0.002,0.09,0.092,0.884,2,2,1,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,51,53,2,0.004,0.102,0.106,0.884,2,2,2,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,55,58,3,0.006,0.11,0.116,0.884,2,2,3,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,59,62,3,0.006,0.118,0.124,0.884,2,2,3,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,69,70,1,0.002,0.138,0.14,0.884,2,2,1,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,71,72,1,0.002,0.142,0.144,0.884,2,2,1,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,73,74,1,0.002,0.146,0.148,0.884,2,2,1,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,75,78,3,0.006,0.15,0.156,0.884,2,2,3,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,79,81,2,0.004,0.158,0.162,0.884,2,2,2,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,85,87,2,0.004,0.17,0.174,0.884,2,2,2,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,interior_zero_candidate,88,89,1,0.002,0.176,0.178,0.884,2,2,1,False
29,附件3_未对齐版本_29,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,audio,suffix_zero_ambiguous,90,500,410,0.82,0.18,1.0,0.884,2,2,0,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,4,5,1,0.002,0.008,0.01,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,8,10,2,0.004,0.016,0.02,0.824,2,2,2,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,16,18,2,0.004,0.032,0.036,0.824,2,2,2,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,20,21,1,0.002,0.04,0.042,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,22,23,1,0.002,0.044,0.046,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,24,25,1,0.002,0.048,0.05,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,27,30,3,0.006,0.054,0.06,0.824,2,2,3,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,31,32,1,0.002,0.062,0.064,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,34,35,1,0.002,0.068,0.07,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,49,51,2,0.004,0.098,0.102,0.824,2,2,2,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,52,53,1,0.002,0.104,0.106,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,55,56,1,0.002,0.11,0.112,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,62,63,1,0.002,0.124,0.126,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,67,68,1,0.002,0.134,0.136,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,69,70,1,0.002,0.138,0.14,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,71,73,2,0.004,0.142,0.146,0.824,2,2,2,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,74,75,1,0.002,0.148,0.15,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,76,77,1,0.002,0.152,0.154,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,82,83,1,0.002,0.164,0.166,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,87,88,1,0.002,0.174,0.176,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,95,96,1,0.002,0.19,0.192,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,103,106,3,0.006,0.206,0.212,0.824,2,2,3,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,111,112,1,0.002,0.222,0.224,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,113,114,1,0.002,0.226,0.228,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,116,117,1,0.002,0.232,0.234,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,interior_zero_candidate,120,121,1,0.002,0.24,0.242,0.824,2,2,1,False
30,附件3_未对齐版本_30,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,audio,suffix_zero_ambiguous,122,500,378,0.756,0.244,1.0,0.824,2,2,0,False
1,附件3_未对齐版本_01,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_01.pkl,vision,interior_zero_candidate,3,5,2,0.004,0.006,0.01,0.934,2,2,2,False
1,附件3_未对齐版本_01,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_01.pkl,vision,interior_zero_candidate,22,23,1,0.002,0.044,0.046,0.934,2,2,1,False
1,附件3_未对齐版本_01,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_01.pkl,vision,interior_zero_candidate,29,30,1,0.002,0.058,0.06,0.934,2,2,1,False
1,附件3_未对齐版本_01,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_01.pkl,vision,suffix_zero_ambiguous,37,500,463,0.926,0.074,1.0,0.934,2,2,0,False
2,附件3_未对齐版本_02,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_02.pkl,vision,interior_zero_candidate,28,29,1,0.002,0.056,0.058,0.798,2,2,1,False
2,附件3_未对齐版本_02,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_02.pkl,vision,interior_zero_candidate,35,36,1,0.002,0.07,0.072,0.798,2,2,1,False
2,附件3_未对齐版本_02,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_02.pkl,vision,interior_zero_candidate,56,57,1,0.002,0.112,0.114,0.798,2,2,1,False
2,附件3_未对齐版本_02,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_02.pkl,vision,interior_zero_candidate,63,65,2,0.004,0.126,0.13,0.798,2,2,2,False
2,附件3_未对齐版本_02,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_02.pkl,vision,interior_zero_candidate,81,82,1,0.002,0.162,0.164,0.798,2,2,1,False
2,附件3_未对齐版本_02,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_02.pkl,vision,interior_zero_candidate,98,99,1,0.002,0.196,0.198,0.798,2,2,1,False
2,附件3_未对齐版本_02,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_02.pkl,vision,suffix_zero_ambiguous,108,500,392,0.784,0.216,1.0,0.798,2,2,0,False
3,附件3_未对齐版本_03,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_03.pkl,vision,interior_zero_candidate,3,50,47,0.094,0.006,0.1,0.852,2,2,47,False
3,附件3_未对齐版本_03,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_03.pkl,vision,interior_zero_candidate,57,58,1,0.002,0.114,0.116,0.852,2,2,1,False
3,附件3_未对齐版本_03,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_03.pkl,vision,interior_zero_candidate,62,63,1,0.002,0.124,0.126,0.852,2,2,1,False
3,附件3_未对齐版本_03,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_03.pkl,vision,interior_zero_candidate,78,79,1,0.002,0.156,0.158,0.852,2,2,1,False
3,附件3_未对齐版本_03,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_03.pkl,vision,interior_zero_candidate,81,82,1,0.002,0.162,0.164,0.852,2,2,1,False
3,附件3_未对齐版本_03,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_03.pkl,vision,interior_zero_candidate,90,108,18,0.036,0.18,0.216,0.852,2,2,18,False
3,附件3_未对齐版本_03,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_03.pkl,vision,interior_zero_candidate,127,128,1,0.002,0.254,0.256,0.852,2,2,1,False
3,附件3_未对齐版本_03,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_03.pkl,vision,interior_zero_candidate,135,136,1,0.002,0.27,0.272,0.852,2,2,1,False
3,附件3_未对齐版本_03,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_03.pkl,vision,interior_zero_candidate,137,138,1,0.002,0.274,0.276,0.852,2,2,1,False
3,附件3_未对齐版本_03,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_03.pkl,vision,interior_zero_candidate,140,141,1,0.002,0.28,0.282,0.852,2,2,1,False
3,附件3_未对齐版本_03,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_03.pkl,vision,suffix_zero_ambiguous,147,500,353,0.706,0.294,1.0,0.852,2,2,0,False
4,附件3_未对齐版本_04,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_04.pkl,vision,interior_zero_candidate,5,6,1,0.002,0.01,0.012,0.664,2,2,1,False
4,附件3_未对齐版本_04,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_04.pkl,vision,interior_zero_candidate,21,22,1,0.002,0.042,0.044,0.664,2,2,1,False
4,附件3_未对齐版本_04,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_04.pkl,vision,interior_zero_candidate,59,60,1,0.002,0.118,0.12,0.664,2,2,1,False
4,附件3_未对齐版本_04,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_04.pkl,vision,interior_zero_candidate,65,66,1,0.002,0.13,0.132,0.664,2,2,1,False
4,附件3_未对齐版本_04,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_04.pkl,vision,interior_zero_candidate,73,74,1,0.002,0.146,0.148,0.664,2,2,1,False
4,附件3_未对齐版本_04,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_04.pkl,vision,interior_zero_candidate,83,84,1,0.002,0.166,0.168,0.664,2,2,1,False
4,附件3_未对齐版本_04,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_04.pkl,vision,interior_zero_candidate,89,90,1,0.002,0.178,0.18,0.664,2,2,1,False
4,附件3_未对齐版本_04,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_04.pkl,vision,interior_zero_candidate,110,111,1,0.002,0.22,0.222,0.664,2,2,1,False
4,附件3_未对齐版本_04,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_04.pkl,vision,interior_zero_candidate,116,117,1,0.002,0.232,0.234,0.664,2,2,1,False
4,附件3_未对齐版本_04,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_04.pkl,vision,interior_zero_candidate,119,120,1,0.002,0.238,0.24,0.664,2,2,1,False
4,附件3_未对齐版本_04,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_04.pkl,vision,interior_zero_candidate,147,148,1,0.002,0.294,0.296,0.664,2,2,1,False
4,附件3_未对齐版本_04,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_04.pkl,vision,interior_zero_candidate,149,151,2,0.004,0.298,0.302,0.664,2,2,2,False
4,附件3_未对齐版本_04,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_04.pkl,vision,interior_zero_candidate,168,169,1,0.002,0.336,0.338,0.664,2,2,1,False
4,附件3_未对齐版本_04,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_04.pkl,vision,suffix_zero_ambiguous,182,500,318,0.636,0.364,1.0,0.664,2,2,0,False
5,附件3_未对齐版本_05,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_05.pkl,vision,interior_zero_candidate,31,33,2,0.004,0.062,0.066,0.876,2,2,2,False
5,附件3_未对齐版本_05,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_05.pkl,vision,interior_zero_candidate,34,35,1,0.002,0.068,0.07,0.876,2,2,1,False
5,附件3_未对齐版本_05,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_05.pkl,vision,interior_zero_candidate,45,46,1,0.002,0.09,0.092,0.876,2,2,1,False
5,附件3_未对齐版本_05,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_05.pkl,vision,interior_zero_candidate,59,60,1,0.002,0.118,0.12,0.876,2,2,1,False
5,附件3_未对齐版本_05,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_05.pkl,vision,interior_zero_candidate,63,64,1,0.002,0.126,0.128,0.876,2,2,1,False
5,附件3_未对齐版本_05,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_05.pkl,vision,interior_zero_candidate,67,68,1,0.002,0.134,0.136,0.876,2,2,1,False
5,附件3_未对齐版本_05,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_05.pkl,vision,suffix_zero_ambiguous,69,500,431,0.862,0.138,1.0,0.876,2,2,0,False
6,附件3_未对齐版本_06,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_06.pkl,vision,interior_zero_candidate,18,19,1,0.002,0.036,0.038,0.878,2,2,1,False
6,附件3_未对齐版本_06,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_06.pkl,vision,interior_zero_candidate,46,47,1,0.002,0.092,0.094,0.878,2,2,1,False
6,附件3_未对齐版本_06,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_06.pkl,vision,interior_zero_candidate,56,58,2,0.004,0.112,0.116,0.878,2,2,2,False
6,附件3_未对齐版本_06,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_06.pkl,vision,suffix_zero_ambiguous,65,500,435,0.87,0.13,1.0,0.878,2,2,0,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,prefix_zero_ambiguous,0,1,1,0.002,0.0,0.002,0.76,2,2,0,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,interior_zero_candidate,4,5,1,0.002,0.008,0.01,0.76,2,2,1,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,interior_zero_candidate,6,7,1,0.002,0.012,0.014,0.76,2,2,1,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,interior_zero_candidate,15,16,1,0.002,0.03,0.032,0.76,2,2,1,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,interior_zero_candidate,29,30,1,0.002,0.058,0.06,0.76,2,2,1,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,interior_zero_candidate,33,34,1,0.002,0.066,0.068,0.76,2,2,1,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,interior_zero_candidate,37,38,1,0.002,0.074,0.076,0.76,2,2,1,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,interior_zero_candidate,45,46,1,0.002,0.09,0.092,0.76,2,2,1,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,interior_zero_candidate,50,51,1,0.002,0.1,0.102,0.76,2,2,1,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,interior_zero_candidate,94,95,1,0.002,0.188,0.19,0.76,2,2,1,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,interior_zero_candidate,101,102,1,0.002,0.202,0.204,0.76,2,2,1,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,interior_zero_candidate,107,108,1,0.002,0.214,0.216,0.76,2,2,1,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,interior_zero_candidate,112,113,1,0.002,0.224,0.226,0.76,2,2,1,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,interior_zero_candidate,118,119,1,0.002,0.236,0.238,0.76,2,2,1,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,interior_zero_candidate,120,121,1,0.002,0.24,0.242,0.76,2,2,1,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,interior_zero_candidate,130,131,1,0.002,0.26,0.262,0.76,2,2,1,False
7,附件3_未对齐版本_07,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,vision,suffix_zero_ambiguous,136,500,364,0.728,0.272,1.0,0.76,2,2,0,False
8,附件3_未对齐版本_08,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_08.pkl,vision,interior_zero_candidate,2,3,1,0.002,0.004,0.006,0.876,2,2,1,False
8,附件3_未对齐版本_08,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_08.pkl,vision,interior_zero_candidate,36,37,1,0.002,0.072,0.074,0.876,2,2,1,False
8,附件3_未对齐版本_08,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_08.pkl,vision,interior_zero_candidate,40,41,1,0.002,0.08,0.082,0.876,2,2,1,False
8,附件3_未对齐版本_08,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_08.pkl,vision,interior_zero_candidate,54,55,1,0.002,0.108,0.11,0.876,2,2,1,False
