attachment,available_fields,decoded_frames,duration_s,fields,filename,format,fps,frame_shape,frames,path,readable,sample_count,sha256,size_bytes,split
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,14.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/14.pkl,,1,17b0576012b71cdbebddfd38375e19f21fbe8e1eefa4813ac945196c734c9f55,591913,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,15.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/15.pkl,,1,e12cb1d0b69558c7f81eecb2063769b872e58718051c7ea6b2761c066763f594,591753,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,16.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/16.pkl,,1,359fae06a5df658729772eda07de43a12627a53574df95164942eb5f7a594153,591444,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,17.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/17.pkl,,1,5d52d13cec0e716c6dab949e3296607d6f32bf320cb4029fde1d2b532101a41c,591809,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,18.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/18.pkl,,1,7991357145a879fa8d85a028f043a6835243b24a6454bf5ec89c485cbc6335cf,592367,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,19.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/19.pkl,,1,14041c0d6b2d351cd900603044f617d549e25821fa04b3f57d62c4a4e52fad4e,592110,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,20.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/20.pkl,,1,2ed97e598f321dc82392e6b3d85963c629cea4ea8bc166705b697a7694ff7f44,591973,special_unlabeled
4,video,270,9.0,,01.mp4,.mp4,30.0,"[720, 1280, 3]",270.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/01.mp4,True,1,,824021,special_unlabeled
4,video,101,3.6,,02.mp4,.mp4,30.0,"[360, 480, 3]",108.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/02.mp4,True,1,,142336,special_unlabeled
4,video,289,16.0,,03.mp4,.mp4,30.0,"[720, 1280, 3]",480.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/03.mp4,True,1,,2973584,special_unlabeled
4,video,207,9.233333333333333,,04.mp4,.mp4,30.0,"[720, 1280, 3]",277.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/04.mp4,True,1,,1200845,special_unlabeled
4,video,183,6.1,,05.mp4,.mp4,30.0,"[720, 1280, 3]",183.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/05.mp4,True,1,,836064,special_unlabeled
4,video,247,9.733333333333333,,06.mp4,.mp4,30.0,"[360, 480, 3]",292.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/06.mp4,True,1,,638126,special_unlabeled
4,video,639,24.1,,07.mp4,.mp4,30.0,"[720, 1280, 3]",723.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/07.mp4,True,1,,3559307,special_unlabeled
4,video,149,7.966666666666667,,08.mp4,.mp4,30.0,"[720, 1280, 3]",239.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/08.mp4,True,1,,1026677,special_unlabeled
4,video,151,11.3,,09.mp4,.mp4,30.0,"[360, 480, 3]",339.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/09.mp4,True,1,,741504,special_unlabeled
4,video,295,10.833333333333334,,10.mp4,.mp4,30.0,"[360, 480, 3]",325.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/10.mp4,True,1,,783573,special_unlabeled
4,video,174,11.4,,11.mp4,.mp4,30.0,"[360, 480, 3]",342.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/11.mp4,True,1,,672655,special_unlabeled
4,video,388,20.3,,12.mp4,.mp4,30.0,"[720, 1280, 3]",609.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/12.mp4,True,1,,2233107,special_unlabeled
4,video,260,8.666666666666666,,13.mp4,.mp4,30.0,"[360, 640, 3]",260.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/13.mp4,True,1,,262575,special_unlabeled
4,video,308,13.833333333333334,,14.mp4,.mp4,30.0,"[720, 1280, 3]",415.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/14.mp4,True,1,,2257001,special_unlabeled
4,video,220,7.333333333333333,,15.mp4,.mp4,30.0,"[720, 1280, 3]",220.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/15.mp4,True,1,,705745,special_unlabeled
4,video,93,5.566666666666666,,16.mp4,.mp4,30.0,"[360, 480, 3]",167.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/16.mp4,True,1,,226884,special_unlabeled
4,video,289,13.966666666666667,,17.mp4,.mp4,30.0,"[720, 1280, 3]",419.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/17.mp4,True,1,,1951911,special_unlabeled
4,video,561,22.866666666666667,,18.mp4,.mp4,30.0,"[720, 1280, 3]",686.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/18.mp4,True,1,,2262931,special_unlabeled
4,video,409,18.7,,19.mp4,.mp4,30.0,"[720, 1280, 3]",561.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/19.mp4,True,1,,1091162,special_unlabeled
4,video,326,18.7,,20.mp4,.mp4,30.0,"[360, 360, 3]",561.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/videos/20.mp4,True,1,,971427,special_unlabeled
